entrance,video_name,gt_frame_id,section,direction,class_name,lane_id,track_id,vehicle_label,note
北进口,北进口_20260420075959至20260420081500.mp279,5014,北进口主断面,到达,non_motor,L4,N155,电动车,
北进口,北进口_20260420075959至20260420081500.mp280,5014,北进口主断面,离去,non_motor,opposite,N157,电动车,
北进口,北进口_20260420075959至20260420081500.mp281,5014,北进口主断面,到达,truck,L1,NT017,货车,
北进口,北进口_20260420075959至20260420081500.mp282,5020,北进口主断面,离去,car,opposite,NC087,小汽车,
北进口,北进口_20260420075959至20260420081500.mp283,5042,北进口主断面,离去,car,opposite,NC088,小汽车,
北进口,北进口_20260420075959至20260420081500.mp284,5051,北进口主断面,离去,car,opposite,NC089,小汽车,
北进口,北进口_20260420075959至20260420081500.mp285,5060,北进口主断面,到达,non_motor,L4,N158,电动车,
北进口,北进口_20260420075959至20260420081500.mp286,5070,北进口主断面,离去,car,opposite,NC090,小汽车,
北进口,北进口_20260420075959至20260420081500.mp287,5093,北进口主断面,到达,car,L2,NC091,小汽车,
北进口,北进口_20260420075959至20260420081500.mp288,5107,北进口主断面,到达,car,L3,NC092,小汽车,
北进口,北进口_20260420075959至20260420081500.mp289,5125,北进口主断面,离去,car,opposite,NC093,小汽车,
北进口,北进口_20260420075959至20260420081500.mp290,5134,北进口主断面,到达,non_motor,L4,N159,电动车,
北进口,北进口_20260420075959至20260420081500.mp291,5144,北进口主断面,离去,car,opposite,NC094,小汽车,
北进口,北进口_20260420075959至20260420081500.mp292,5144,北进口主断面,到达,truck,L2,NT018,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp294,5201,北进口主断面,离去,car,opposite,NC095,小汽车,
北进口,北进口_20260420075959至20260420081500.mp295,5201,北进口主断面,到达,car,L3,NC096,小汽车,
北进口,北进口_20260420075959至20260420081500.mp296,5212,北进口主断面,离去,non_motor,opposite,N159,电动车,
北进口,北进口_20260420075959至20260420081500.mp297,5212,北进口主断面,离去,non_motor,opposite,N160,电动车,
北进口,北进口_20260420075959至20260420081500.mp298,5220,北进口主断面,到达,non_motor,L4,N161,电动车,
北进口,北进口_20260420075959至20260420081500.mp299,5220,北进口主断面,到达,non_motor,L3,N162,电动车,
北进口,北进口_20260420075959至20260420081500.mp300,5235,北进口主断面,离去,car,opposite,NC097,小汽车,
北进口,北进口_20260420075959至20260420081500.mp301,5251,北进口主断面,离去,car,opposite,NC098,小汽车,
北进口,北进口_20260420075959至20260420081500.mp303,5273,北进口主断面,到达,non_motor,L4,N163,电动车,
北进口,北进口_20260420075959至20260420081500.mp304,5282,北进口主断面,离去,car,opposite,NC100,小汽车,
北进口,北进口_20260420075959至20260420081500.mp305,5291,北进口右转,到达,car,L1,NC056,小汽车,
北进口,北进口_20260420075959至20260420081500.mp306,5291,北进口主断面,到达,non_motor,L4,N164,电动车,
北进口,北进口_20260420075959至20260420081500.mp307,5307,北进口主断面,离去,non_motor,opposite,N165,电动车,
北进口,北进口_20260420075959至20260420081500.mp308,5310,北进口主断面,到达,non_motor,L4,N166,三轮车,
北进口,北进口_20260420075959至20260420081500.mp309,5313,北进口主断面,离去,car,opposite,NC101,小汽车,
北进口,北进口_20260420075959至20260420081500.mp310,5330,北进口右转,到达,truck,L2,NT017,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp311,5365,北进口主断面,到达,bus,L3,NB002,公交车,
北进口,北进口_20260420075959至20260420081500.mp312,5370,北进口主断面,到达,truck,L3,NT019,货车,
北进口,北进口_20260420075959至20260420081500.mp313,5393,北进口主断面,到达,non_motor,L4,N167,三轮车,
北进口,北进口_20260420075959至20260420081500.mp314,5398,北进口主断面,离去,car,opposite,NC102,小汽车,
北进口,北进口_20260420075959至20260420081500.mp315,5409,北进口主断面,离去,car,opposite,NC103,小汽车,
北进口,北进口_20260420075959至20260420081500.mp316,5411,北进口主断面,离去,truck,opposite,NT020,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp317,5437,北进口主断面,到达,car,L2,NC104,小汽车,
北进口,北进口_20260420075959至20260420081500.mp318,5470,北进口主断面,到达,non_motor,L4,N168,电动车,
北进口,北进口_20260420075959至20260420081500.mp319,5476,北进口主断面,到达,truck,L1,NT021,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp320,5490,北进口主断面,离去,non_motor,opposite,N169,电动车,
北进口,北进口_20260420075959至20260420081500.mp321,5495,北进口主断面,离去,non_motor,opposite,N170,电动车,
北进口,北进口_20260420075959至20260420081500.mp322,5509,北进口主断面,离去,non_motor,opposite,N171,电动车,
北进口,北进口_20260420075959至20260420081500.mp323,5514,北进口主断面,离去,car,opposite,NC105,小汽车,
北进口,北进口_20260420075959至20260420081500.mp324,5533,北进口主断面,到达,car,L3,NC106,小汽车,
北进口,北进口_20260420075959至20260420081500.mp325,5554,北进口主断面,到达,truck,L2,NT022,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp326,5570,北进口主断面,到达,non_motor,L4,N172,电动车,
北进口,北进口_20260420075959至20260420081500.mp327,5579,北进口主断面,到达,car,L3,NC107,面包车,
北进口,北进口_20260420075959至20260420081500.mp328,5579,北进口主断面,离去,non_motor,opposite,N173,电动车,
北进口,北进口_20260420075959至20260420081500.mp329,5603,北进口主断面,到达,car,L2,NC108,小汽车,
北进口,北进口_20260420075959至20260420081500.mp330,5603,北进口主断面,离去,car,opposite,NC109,小汽车,
北进口,北进口_20260420075959至20260420081500.mp331,5617,北进口主断面,到达,car,L3,NC110,小汽车,
北进口,北进口_20260420075959至20260420081500.mp332,5617,北进口主断面,离去,non_motor,opposite,N174,电动车,
北进口,北进口_20260420075959至20260420081500.mp333,5629,北进口右转,到达,truck,L1,NT012,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp334,5665,北进口主断面,离去,non_motor,opposite,N175,电动车,
北进口,北进口_20260420075959至20260420081500.mp335,5665,北进口主断面,离去,non_motor,opposite,N176,电动车,
北进口,北进口_20260420075959至20260420081500.mp337,5713,北进口主断面,到达,car,L2,NC111,小汽车,
北进口,北进口_20260420075959至20260420081500.mp338,5713,北进口主断面,离去,non_motor,opposite,N177,电动车,
北进口,北进口_20260420075959至20260420081500.mp339,5737,北进口主断面,离去,non_motor,opposite,N178,电动车,
北进口,北进口_20260420075959至20260420081500.mp340,5750,北进口右转,到达,car,L1,NC66,小汽车,
北进口,北进口_20260420075959至20260420081500.mp341,5788,北进口右转,到达,truck,L1,NT017,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp342,5813,北进口掉头车道,到达,truck,L1,NT021,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp343,5839,北进口右转,到达,non_motor,L1,N137,电动车,
北进口,北进口_20260420075959至20260420081500.mp344,5841,北进口主断面,到达,car,L3,NC112,小汽车,
北进口,北进口_20260420075959至20260420081500.mp345,5841,北进口主断面,到达,non_motor,L4,N179,电动车,
北进口,北进口_20260420075959至20260420081500.mp346,5841,北进口主断面,离去,non_motor,opposite,N180,电动车,
北进口,北进口_20260420075959至20260420081500.mp347,5900,北进口主断面,到达,non_motor,L4,N181,电动车,
北进口,北进口_20260420075959至20260420081500.mp348,5937,北进口主断面,到达,car,L2,NC113,小汽车,
北进口,北进口_20260420075959至20260420081500.mp349,5937,北进口主断面,到达,truck,L3,NT024,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp350,5944,北进口主断面,离去,non_motor,opposite,N182,电动车,
北进口,北进口_20260420075959至20260420081500.mp351,5965,北进口主断面,离去,non_motor,opposite,N183,电动车,
北进口,北进口_20260420075959至20260420081500.mp352,5976,北进口主断面,离去,car,opposite,NC114,小汽车,
北进口,北进口_20260420075959至20260420081500.mp353,5976,北进口主断面,离去,non_motor,opposite,N184,电动车,
北进口,北进口_20260420075959至20260420081500.mp354,6000,北进口主断面,到达,car,L2,NC115,小汽车,
北进口,北进口_20260420075959至20260420081500.mp355,6030,北进口主断面,到达,car,L2,NC116,小汽车,
北进口,北进口_20260420075959至20260420081500.mp356,6050,北进口主断面,到达,non_motor,L4,N185,电动车,
北进口,北进口_20260420075959至20260420081500.mp357,6095,北进口主断面,到达,non_motor,L4,N186,电动车,
北进口,北进口_20260420075959至20260420081500.mp358,6118,北进口主断面,到达,car,L2,NC117,小汽车,
北进口,北进口_20260420075959至20260420081500.mp359,6118,北进口主断面,到达,non_motor,L4,N187,电动车,
北进口,北进口_20260420075959至20260420081500.mp360,6148,北进口主断面,到达,non_motor,L4,N188,电动车,
北进口,北进口_20260420075959至20260420081500.mp361,6150,北进口主断面,到达,non_motor,L4,N189,电动车,
北进口,北进口_20260420075959至20260420081500.mp362,6173,北进口主断面,离去,car,opposite,NC118,小汽车,
北进口,北进口_20260420075959至20260420081500.mp363,6228,北进口主断面,到达,non_motor,L4,N190,电动车,
北进口,北进口_20260420075959至20260420081500.mp364,6276,北进口主断面,到达,non_motor,L4,N191,电动车,
北进口,北进口_20260420075959至20260420081500.mp365,6289,北进口主断面,离去,non_motor,opposite,N192,电动车,
北进口,北进口_20260420075959至20260420081500.mp366,6322,北进口主断面,到达,car,L2,NC119,小汽车,
北进口,北进口_20260420075959至20260420081500.mp367,6350,北进口主断面,离去,truck,opposite,NT025,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp368,6414,北进口主断面,到达,non_motor,L4,N193,电动车,
北进口,北进口_20260420075959至20260420081500.mp369,6448,北进口主断面,到达,non_motor,L4,N194,电动车,
北进口,北进口_20260420075959至20260420081500.mp370,6495,北进口主断面,离去,truck,opposite,NT026,货车,
北进口,北进口_20260420075959至20260420081500.mp371,6514,北进口主断面,离去,non_motor,opposite,N195,电动车,
北进口,北进口_20260420075959至20260420081500.mp372,6514,北进口主断面,离去,non_motor,opposite,N196,电动车,
北进口,北进口_20260420075959至20260420081500.mp373,6514,北进口主断面,到达,non_motor,L4,N197,电动车,
北进口,北进口_20260420075959至20260420081500.mp374,6546,北进口主断面,到达,non_motor,L4,N198,电动车,
北进口,北进口_20260420075959至20260420081500.mp375,6546,北进口主断面,到达,truck,L1,NT027,货车,
北进口,北进口_20260420075959至20260420081500.mp376,6632,北进口主断面,离去,non_motor,opposite,N199,电动车,
北进口,北进口_20260420075959至20260420081500.mp377,6653,北进口主断面,离去,non_motor,opposite,N200,电动车,
北进口,北进口_20260420075959至20260420081500.mp378,6679,北进口主断面,离去,non_motor,opposite,N201,电动车,
北进口,北进口_20260420075959至20260420081500.mp379,6717,北进口主断面,离去,non_motor,opposite,N202,电动车,
北进口,北进口_20260420075959至20260420081500.mp380,6754,北进口主断面,离去,non_motor,opposite,N203,电动车,
北进口,北进口_20260420075959至20260420081500.mp381,6754,北进口主断面,离去,non_motor,opposite,N204,电动车,
北进口,北进口_20260420075959至20260420081500.mp382,6764,北进口主断面,离去,non_motor,opposite,N205,电动车,
北进口,北进口_20260420075959至20260420081500.mp383,6783,北进口主断面,离去,non_motor,opposite,N206,电动车,
北进口,北进口_20260420075959至20260420081500.mp384,6783,北进口主断面,离去,non_motor,opposite,N207,三轮车,
北进口,北进口_20260420075959至20260420081500.mp385,6783,北进口主断面,到达,non_motor,L4,N208,电动车,
北进口,北进口_20260420075959至20260420081500.mp386,6830,北进口主断面,离去,non_motor,opposite,N209,电动车,
北进口,北进口_20260420075959至20260420081500.mp387,6871,北进口主断面,到达,non_motor,L4,N210,电动车,
北进口,北进口_20260420075959至20260420081500.mp388,6905,北进口主断面,离去,non_motor,opposite,N211,电动车,
北进口,北进口_20260420075959至20260420081500.mp389,6933,北进口主断面,离去,truck,opposite,NT028,货车,
北进口,北进口_20260420075959至20260420081500.mp390,6958,北进口主断面,离去,non_motor,opposite,N212,电动车,
北进口,北进口_20260420075959至20260420081500.mp391,6983,北进口主断面,离去,non_motor,opposite,N213,电动车,
北进口,北进口_20260420075959至20260420081500.mp392,7063,北进口主断面,离去,car,opposite,NC120,小汽车,
北进口,北进口_20260420075959至20260420081500.mp393,7063,北进口主断面,离去,car,opposite,NC121,小汽车,
北进口,北进口_20260420075959至20260420081500.mp394,7185,北进口主断面,离去,non_motor,opposite,N214,电动车,
北进口,北进口_20260420075959至20260420081500.mp395,7208,北进口主断面,离去,non_motor,opposite,N215,电动车,
北进口,北进口_20260420075959至20260420081500.mp396,7214,北进口主断面,到达,non_motor,L1,N216,电动车,
北进口,北进口_20260420075959至20260420081500.mp397,7250,北进口主断面,离去,non_motor,opposite,N217,电动车,
北进口,北进口_20260420075959至20260420081500.mp398,7250,北进口右转,到达,truck,L1,NT027,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp399,7350,北进口主断面,到达,car,L2,NC122,小汽车,
北进口,北进口_20260420075959至20260420081500.mp400,7355,北进口主断面,到达,non_motor,L4,N218,电动车,
北进口,北进口_20260420075959至20260420081500.mp401,7360,北进口主断面,离去,car,opposite,NC123,小汽车,
北进口,北进口_20260420075959至20260420081500.mp402,7393,北进口主断面,离去,car,opposite,NC124,小汽车,
北进口,北进口_20260420075959至20260420081500.mp403,7393,北进口主断面,离去,non_motor,opposite,N219,电动车,
北进口,北进口_20260420075959至20260420081500.mp404,7397,北进口主断面,离去,car,opposite,NC125,小汽车,
北进口,北进口_20260420075959至20260420081500.mp405,7403,北进口主断面,离去,car,opposite,NC126,小汽车,
北进口,北进口_20260420075959至20260420081500.mp406,7404,北进口主断面,到达,car,L2,NC127,小汽车,
北进口,北进口_20260420075959至20260420081500.mp407,7423,北进口主断面,离去,non_motor,opposite,N220,电动车,
